trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruction_text.started,instruction_text.stopped,fix_text.started,fix_text.stopped,trial_text.started,trial_text.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,feedback_text.started,feedback_text.stopped,thanks_text.started,thanks_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.505405100004282,None,51.78983540000627,None,52.37333370000124,None,b,0,0.35464400000637397,52.37333370000124,None,52.74565170001006,None,53.75632069999119,None,,,,,,,
