trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruction_text.started,instruction_text.stopped,fix_text.started,fix_text.stopped,trial_text.started,trial_text.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,feedback_text.started,feedback_text.stopped,thanks_text.started,thanks_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.5059387999936,None,39.21189299999969,None,39.82724650000455,None,g,0,0.4357126000104472,39.82724650000455,None,40.28544659999898,None,41.2937796000042,None,,,,,,,
