trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruction_text.started,instruction_text.stopped,fix_text.started,fix_text.stopped,trial_text.started,trial_text.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,feedback_text.started,feedback_text.stopped,thanks_text.started,thanks_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.140044500003569,None,41.046680500003276,None,41.64543820000836,None,g,0,0.32544520002556965,41.64543820000836,None,42.04672949999804,None,43.027186100021936,None,,,,,,,
