trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,color,corr_ans,instruction_text.started,instruction_text.stopped,fix_text.started,fix_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,15.177908000012394,None,15.694059600005858,None,,,,,,,
