trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,color,corr_ans,instruction_text.started,instruction_text.stopped,fix_text.started,fix_text.stopped,trial_text.started,trial_text.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,feedback_text.started,feedback_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,13.759633199981181,None,32.53824100000202,None,33.1379789999919,None,g,1,0.008546299999579787,33.1379789999919,None,31.53567209999892,None,,,,,,,
