trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,color,corr_ans,instruction_text.started,instruction_text.stopped,fix_text.started,fix_text.stopped,trial_text.started,trial_text.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,12.071970099990722,None,14.752503299998352,None,15.594989899982465,None,g,0,4.866016999993008,15.594989899982465,None,,,,,,,
