2.4375 	WARNING 	Speech-to-text recognition module not available (use command `pip install SpeechRecognition` to get it. Transcription will be unavailable.
3.4498 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.8591 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
12.3287 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000181DB107048>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000181DB1694E0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.3295 	EXP 	window1: mouseVisible = True
12.3296 	EXP 	window1: recordFrameIntervals = False
12.4884 	EXP 	window1: recordFrameIntervals = True
12.6715 	EXP 	window1: recordFrameIntervals = False
13.6762 	EXP 	Created instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.6804 	EXP 	Created fix_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fix_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.6825 	EXP 	Created trial_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='trial_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.6845 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedback_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.7075 	EXP 	Created thanks_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thanks_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Спасибо за участие в эксперименте!', units='height', win=Window(...), wrapWidth=1)
13.7596 	EXP 	instruction_text: autoDraw = True
14.3118 	EXP 	Imported stimuli_with_bags (1).xlsx as conditions, 12 conditions, 3 params
14.3181 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
14.3192 	EXP 	New trial (rep=0, index=0): {'word': 'red', 'color': 'red', 'corr_ans': 'r'}
14.3526 	DATA 	Keypress: space
14.3576 	EXP 	instruction_text: autoDraw = False
14.3576 	EXP 	fix_text: text = '+'
14.3576 	EXP 	fix_text: autoDraw = True
14.5935 	EXP 	fix_text: autoDraw = False
14.5935 	EXP 	trial_text: text = 'red'
14.8872 	EXP 	trial_text: autoDraw = True
16.9865 	DATA 	Keypress: r
17.0640 	EXP 	trial_text: autoDraw = False
17.0640 	EXP 	feedback_text: text = 'правильно'
17.0640 	EXP 	feedback_text: autoDraw = True
18.0062 	EXP 	New trial (rep=0, index=1): {'word': 'red', 'color': 'blue', 'corr_ans': 'b'}
18.0205 	EXP 	feedback_text: autoDraw = False
18.0205 	EXP 	fix_text: text = '+'
18.0205 	EXP 	fix_text: autoDraw = True
18.3205 	EXP 	fix_text: autoDraw = False
18.3205 	EXP 	trial_text: text = 'red'
18.6042 	EXP 	trial_text: autoDraw = True
20.4411 	DATA 	Keypress: b
20.4456 	EXP 	trial_text: autoDraw = False
20.4456 	EXP 	feedback_text: text = 'правильно'
20.4456 	EXP 	feedback_text: autoDraw = True
21.4388 	EXP 	New trial (rep=0, index=2): {'word': 'blue', 'color': 'yellow', 'corr_ans': 'y'}
21.4526 	EXP 	feedback_text: autoDraw = False
21.4526 	EXP 	fix_text: text = '+'
21.4526 	EXP 	fix_text: autoDraw = True
21.7540 	EXP 	fix_text: autoDraw = False
21.7540 	EXP 	trial_text: text = 'blue'
22.0365 	EXP 	trial_text: autoDraw = True
22.4921 	DATA 	Keypress: n
22.7336 	DATA 	Keypress: g
22.7381 	EXP 	trial_text: autoDraw = False
22.7381 	EXP 	feedback_text: text = 'ошибка'
22.7381 	EXP 	feedback_text: autoDraw = True
22.8616 	DATA 	Keypress: g
22.8620 	DATA 	Keypress: h
23.5912 	DATA 	Keypress: g
23.7200 	EXP 	New trial (rep=0, index=3): {'word': 'yellow', 'color': 'red', 'corr_ans': 'r'}
23.7359 	EXP 	feedback_text: autoDraw = False
23.7359 	EXP 	fix_text: text = '+'
23.7359 	EXP 	fix_text: autoDraw = True
23.7906 	DATA 	Keypress: g
23.9402 	DATA 	Keypress: g
24.0354 	EXP 	fix_text: autoDraw = False
24.0354 	EXP 	trial_text: text = 'yellow'
24.0877 	DATA 	Keypress: g
24.2550 	DATA 	Keypress: g
24.3187 	EXP 	trial_text: autoDraw = True
24.3932 	DATA 	Keypress: g
24.4192 	EXP 	trial_text: autoDraw = False
24.4192 	EXP 	feedback_text: text = 'ошибка'
24.4192 	EXP 	feedback_text: autoDraw = True
24.5590 	DATA 	Keypress: g
24.7077 	DATA 	Keypress: g
24.8408 	DATA 	Keypress: g
24.9898 	DATA 	Keypress: g
25.1258 	DATA 	Keypress: g
25.2424 	DATA 	Keypress: g
25.4073 	EXP 	New trial (rep=0, index=4): {'word': 'blue', 'color': 'blue', 'corr_ans': 'b'}
25.4142 	DATA 	Keypress: g
25.4203 	EXP 	feedback_text: autoDraw = False
25.4203 	EXP 	feedback_text: autoDraw = False
25.4203 	EXP 	fix_text: text = '+'
25.4203 	EXP 	fix_text: autoDraw = True
25.6066 	DATA 	Keypress: g
